Header_Length,Protocol_Type,Duration,Rate,Srate,Drate,fin_flag_number,syn_flag_number,rst_flag_number,psh_flag_number,ack_flag_number,ece_flag_number,cwr_flag_number,ack_count,syn_count,fin_count,rst_count,HTTP,HTTPS,DNS,Telnet,SMTP,SSH,IRC,TCP,UDP,DHCP,ARP,ICMP,IGMP,IPv,LLC,Tot_sum,Min,Max,AVG,Std,Tot_size,IAT,Number,Magnitude,Radius,Covariance,Variance,Weight,Label
45,6,1.6344339507480417,176,53,123,0,0,0,0,1,0,0,8,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,611,71,1676,873.5,56.15039263156968,1605,0.008031367865921644,8,1.1927982958127492,0.4288979146091064,0.5058663838253084,0.007244631157924675,2.862366990144189,Benign
45,17,1.350935416779004,322,230,92,0,0,0,0,0,0,0,7,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1498,49,1660,854.5,40.72656665684873,4956,0.011883291597146952,11,0.6498000076844609,1.929505111479528,0.5098071966215841,0.7911122956989621,2.002841913185641,Benign
58,17,0.8478091191882386,2781,707,2074,0,0,0,0,1,0,0,8,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,6791,65,1356,710.5,108.14104942029873,8868,0.011922522414317552,7,1.3579809837328067,1.405642436118531,0.8980623572137351,0.6694520626079723,1.8700086395632023,Benign
80,47,0.20329628195019345,44,18,26,1,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,201,72,1774,923.0,58.22223595956174,762,0.004087176463945562,6,1.6057135434176568,0.5977751828564837,0.5219962736299825,0.2665077562501371,3.9788759932469224,Benign
75,47,1.329698096311376,385,164,221,0,0,0,0,0,0,0,3,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1770,66,1264,665.0,89.04284214994283,6823,0.010193951811019657,9,0.009915519798875616,1.175818953296028,0.8224067383556903,1.1430643556866105,2.916153504870757,Benign
68,6,1.9294620183768805,79,31,48,0,0,0,0,1,0,0,2,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,237,61,1463,762.0,43.91309477699999,299,0.019398617350053816,6,0.8351758310360293,0.7579801701297805,0.15336887785934572,1.2591305851778527,1.3981826395405146,Benign
38,6,1.1014056482476497,817,617,200,0,0,0,0,1,0,0,4,2,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,5323,71,1117,594.0,52.19706707473864,17022,0.026710249341297298,10,0.5408502413660419,1.9019408172314438,0.0013833499989991394,0.09718674623031609,4.36449860704356,Benign
48,6,2.4277061522224033,208,151,57,1,1,0,1,1,0,0,4,3,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,409,48,1583,815.5,21.668945275271184,2005,0.02696534816238796,9,1.357154721748468,0.8895105949340721,0.03999280190071697,0.33034990593463165,3.3786729773380713,Benign
71,6,0.20522086200156908,862,570,292,0,0,0,0,0,0,0,4,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1759,61,1664,862.5,90.79845625038453,7471,0.0065274360839335625,15,2.5516148297222774,0.0037873596289338396,0.41810921174800086,0.4433622790296103,4.470276523635983,Benign
73,17,2.139740829565765,114,58,56,0,0,0,0,1,0,0,5,3,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,448,58,1123,590.5,8.371092494918763,2087,0.013158142217804064,12,0.36917524120293765,2.422983496516106,0.7955903685432131,0.6980432924782801,2.050387073394405,Benign
53,17,1.1446499742791463,339,166,173,0,0,0,0,1,0,0,4,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,3330,74,1105,589.5,79.78234305346007,7890,0.014161934914058148,8,2.4515849790310082,3.6518131412266124,0.9011621706491616,1.132538919044383,3.765080903456702,Benign
62,6,0.5573820287611673,796,590,206,0,0,0,0,1,0,0,4,2,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2084,61,1071,566.0,85.14548797825091,9498,0.0024859452301170923,11,1.1102048104664783,0.9571881984465724,0.3165007454536064,0.2740043209355413,2.6716290877044546,Benign
52,17,1.3336804461243095,407,325,82,0,0,0,0,1,0,0,8,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2578,71,1497,784.0,41.71423978189848,9886,0.000449716675413717,14,1.1524629726099336,1.5601633428884805,0.10747256776880454,0.31747239172687114,0.5942753117047871,Benign
42,6,1.9486349531019749,377,208,169,0,0,0,0,1,0,0,4,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1451,78,1657,867.5,48.27591444603816,5235,0.019189974009463543,8,0.4131744217389757,0.6882300277714322,0.8237176720231694,0.4437670087202236,1.5474770248150045,Benign
66,6,1.8708354951220874,2386,1076,1310,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,19017,69,1564,816.5,79.91353942375278,22280,0.01206829044324379,15,0.2724807842078487,0.6743305311798258,0.7549011041375683,0.5470571781188026,2.9859757654623493,Benign
63,6,0.28548714412393084,524,365,159,1,0,0,0,0,0,0,4,1,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1127,75,1218,646.5,52.88932369013516,4411,0.003999570417674334,13,0.9293058387888178,0.3384085573599165,0.6837264472760463,0.2415160983939138,0.9610082679736867,Benign
60,6,2.1913439072345815,1519,326,1193,0,0,0,0,1,0,0,4,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,6828,54,2018,1036.0,37.879031184471884,33699,0.011951130046186063,9,1.5513173440334036,1.1903115575939398,0.6646655865344386,0.16830659985693697,2.1536389501336726,Benign
56,17,1.3863579538629525,495,356,139,0,1,0,0,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,678,68,1601,834.5,54.29546791236187,2040,0.0018611213577563405,6,0.24165503808557498,1.3123348951471163,0.9822477772883441,0.521887003600772,4.9670014705891985,Benign
75,6,0.11214105248484313,549,171,378,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,4442,50,1075,562.5,83.74268158174846,21418,0.009120894928624126,5,2.0488151882121626,2.0161952005867616,0.9163403298365742,0.9317598291906573,2.5694384332753444,Benign
51,6,0.04832663497905598,1030,754,276,0,0,0,0,1,0,0,6,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,9806,60,1712,886.0,21.86359306545645,48875,0.0010561992421700968,14,1.6496619297270154,2.3852615467222305,0.6775083559940103,0.34845087328796365,4.720389684998176,Benign
67,17,1.949722029572357,352,105,247,0,0,0,1,1,1,0,1,4,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2461,58,1780,919.0,34.450358543956895,7655,0.0027118311586111694,8,3.7918783355077803,1.2960607025943416,0.9492799000431421,1.0078326407710505,1.2601675213905454,Benign
67,6,3.068457832014945,182,68,114,0,0,0,0,0,0,0,9,5,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,231,62,1709,885.5,145.12924319870538,827,0.004229011155923197,5,1.2842494563218703,1.2098494779230553,0.31802863096038647,0.12031229977811375,4.811302300970457,Benign
74,47,2.7395322057341716,189,79,110,0,0,1,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,273,74,1269,671.5,18.4914857296693,551,0.013884432821272885,16,0.6865891921437062,0.09916221500009981,0.2961277734146933,1.5747872674336434,2.574725986185837,Benign
59,47,1.022253852862713,783,386,397,0,0,0,0,0,0,0,11,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3903,60,1634,847.0,100.0479326810097,6095,0.012478978816917221,14,3.374577354162941,1.1150994266114633,0.9642004194547815,0.6571703516577441,2.891724252490885,Benign
45,17,1.4088372025484754,1842,765,1077,1,1,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,13613,52,1368,710.0,81.19976998888382,66936,0.010488411636148443,14,2.267719491047637,1.7547383500855576,0.908248379234579,0.596431977775193,2.427703308976353,Benign
48,47,3.232872646790609,374,240,134,1,0,0,0,1,0,0,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2530,62,1515,788.5,137.34849185207082,5971,0.0007106305006502047,7,2.349354709196049,2.993428590632207,0.7223915186982364,0.21095608937454413,1.9293434297327576,Benign
68,6,0.8169559248038052,1474,974,500,0,0,0,0,1,0,0,5,0,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,14615,70,1614,842.0,16.890905868906373,20840,0.010524369798479151,13,1.7391811709980858,0.2909857812400287,0.39312241522341707,0.9802786122286142,4.680797707709456,Benign
62,6,0.3242478194560604,134,67,67,0,0,0,1,1,0,0,3,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1098,60,1413,736.5,110.8209629975751,3163,0.032112956032102125,7,1.5015302939239814,1.1770930948377103,0.4562225019615531,1.028119990510378,3.1828300105065965,Benign
38,6,2.6080481580866306,2034,520,1514,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,20027,55,1368,711.5,59.89058125588478,65355,0.005451299056173658,10,0.1231795781337024,0.04739980513746023,0.9454309703916057,0.02142626342449161,0.5166939818750841,Benign
46,17,0.10233631674901544,252,88,164,0,0,0,0,1,0,0,4,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1371,68,1587,827.5,55.39796601542439,5947,0.002717726910504806,13,0.11862828283314464,1.736334435034295,0.3842731752423184,0.22732435525042283,3.6653316379766308,Benign
55,6,0.7937399495871009,751,273,478,0,0,0,0,1,0,0,6,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1241,57,1345,701.0,76.46169798089032,3070,0.0024753792067494533,13,1.6859644700812169,1.9623417448143452,0.05902324526911473,0.7393983103510957,4.572420438102537,Benign
71,17,2.3187090925900864,502,184,318,0,0,0,0,0,0,0,4,5,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,4454,54,1525,789.5,9.265449783386956,13583,0.0035910872409424394,8,0.7375697953500668,1.8509694202318077,0.18736090142632278,0.4273832717944847,3.639777808032317,Benign
55,47,0.2848764150773426,1120,553,567,0,0,0,0,0,0,0,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,9841,71,1505,788.0,68.31175292916238,44091,0.00936931253581622,8,1.9989507191043066,1.53455446208423,0.04444338825955618,0.6506644496545116,1.5125071760472293,Benign
49,17,0.5556694367814172,296,74,222,1,0,0,0,0,0,0,7,4,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1059,54,1230,642.0,72.35693269528639,3954,0.003129990422507612,6,1.6345299546301644,0.28568943837164573,0.009247994223699374,0.6551513116831045,4.6748888569566684,Benign
59,6,1.0040236139929881,978,282,696,0,0,0,0,0,0,0,4,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,9764,61,1300,680.5,27.79589627781459,14652,0.033300799538932876,13,2.2371028459418856,2.3185510180908366,0.1514860078061928,0.6721230895220719,0.8402480287928797,Benign
58,6,0.9823738135658413,462,292,170,0,0,0,0,0,0,0,5,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2441,47,1530,788.5,2.4657931054719384,8077,0.001859418408099867,6,2.2666814599068794,0.6193599828975425,0.13159685036669,0.2444797682099451,0.6764474264625367,Benign
57,6,2.095766424924604,331,245,86,0,0,0,0,1,0,0,5,1,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1042,81,1530,805.5,60.72919085100743,2240,0.014653329048602066,7,1.3204233963831138,2.6455856717460575,0.11495214963711486,0.30321984472491637,3.0567300988142745,Benign
46,17,0.4849152921964782,1391,605,786,0,0,0,0,1,0,0,2,3,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,5087,54,1782,918.0,8.587077430781925,12086,0.029622346688469886,8,0.1961281575007573,0.5482543228490424,0.47338572559429504,0.7659873195035957,4.253793154503066,Benign
79,6,1.4108345794940769,621,377,244,0,1,0,0,0,0,0,6,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,5024,64,1588,826.0,56.55191219389811,9390,0.0012208215738814911,12,0.20200928588325728,0.04374157756771724,0.8168251414784377,0.1971614891138404,2.5875260359669277,Benign
60,17,4.064918509038492,1420,475,945,0,0,0,1,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,6719,71,1472,771.5,31.759369646104474,21290,0.004400678256663319,11,1.3516613982527814,1.0487918529030638,0.2946502419545467,0.33213942751712267,4.320628857210483,Benign
49,17,0.6521107200023165,3537,2736,801,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,33490,70,1879,974.5,87.6458119661666,42579,0.030410605469505716,10,0.8434389497528278,0.4065240081405904,0.2569754591527016,0.9224978015004186,3.307400263709841,Benign
53,6,0.5571770002691006,226,174,52,1,0,0,0,1,0,0,3,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1622,57,1542,799.5,67.98108117566892,2926,0.018552768112950327,12,0.6155246594655358,3.488441614331128,0.7140537850738863,1.3479847665070848,2.8245017349463826,Benign
55,6,2.6007076329520493,172,93,79,0,0,0,0,0,0,0,9,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1020,51,1700,875.5,67.91637513210276,3759,0.005488866671952276,6,0.7256425287145735,1.8962484253561593,0.9107252348428405,1.6910049994431986,4.248448142250393,Benign
60,6,1.7335072775418208,149,74,75,0,0,0,0,1,0,0,6,1,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,984,59,1372,715.5,0.07481044501479772,4434,0.003919659464770225,9,0.8101460025409153,1.9687443931111455,0.27334970779259105,0.13482145222102004,2.2126229056412807,Benign
53,6,1.3484436941334057,184,47,137,0,0,0,0,1,0,0,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1534,50,1332,691.0,79.70364151637581,4571,0.0020605489171797503,7,1.2845539181199936,2.7025701522417913,0.8866832208474523,1.4867258880925172,4.827088149350367,Benign
72,6,1.654259765249789,469,108,361,0,0,0,0,0,0,0,3,3,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,4410,57,1747,902.0,41.95859447505319,11629,0.0010171302273537252,11,1.8068857667242773,2.993933274207601,0.8212376009491109,0.41785149283618306,1.1747362532974797,Benign
64,17,3.0722474130140642,175,98,77,0,0,0,0,0,0,0,4,3,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,213,65,1211,638.0,72.62014993094405,297,0.0051568481843975835,10,1.813971457422861,3.860054564402874,0.7939083830987601,1.242462799349977,3.8390418682570684,Benign
38,1,2.585800950610907,78,48,30,0,0,0,0,0,0,0,7,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,682,64,1618,841.0,50.3055655613622,1455,0.0033707906630035082,8,4.297444508005739,1.1789315201949093,0.9390783565470986,0.18517478652990937,1.5006806115476454,Benign
76,6,2.0816570164656936,1131,900,231,0,0,0,0,1,0,0,7,6,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2043,66,1185,625.5,34.396039699001,5361,0.006058440593150294,6,0.2701020550447165,2.5684452250114465,0.8069512875713337,0.598914083924934,2.903702092636448,Benign
60,17,1.2128521288057699,108,47,61,0,0,0,0,1,0,0,4,3,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,429,62,1738,900.0,47.055163663822086,1925,0.005947184990577559,13,0.32992139008416865,2.555114032059068,0.8464261639788647,0.8066631131643506,0.7617938106952014,Benign
79,17,0.4692935280397974,509,150,359,0,0,0,1,1,0,0,6,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,3495,79,2085,1082.0,56.685749693104604,7938,0.00952371386321961,9,0.7961415434578494,2.4863992534663844,0.7850663791171616,0.6295180510214755,4.043599156314033,Benign
33,6,2.4954006842759764,63,38,25,0,1,0,0,1,0,0,7,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,346,68,1340,704.0,95.34918049652956,1101,0.027984516560013356,6,3.5597023708914834,0.5381061846457154,0.5929463194364691,0.18675488842545623,3.2559136209353046,Benign
29,6,2.251863283686194,1603,774,829,0,0,0,0,0,0,0,4,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,3924,61,1444,752.5,65.89501350424874,6741,0.10232506824492837,8,2.5582908072695227,0.38174500949498524,0.926802475830331,0.08383285099194293,3.172235442706808,Benign
58,6,1.1508644560578194,113,45,68,0,0,0,0,1,0,0,4,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,253,73,1578,825.5,56.511415839264444,951,0.02014857334064502,5,0.4779324721931285,1.6614623546155727,0.4533040523767575,0.7162590976558966,2.4544845654199348,Benign
45,6,0.8988553448455199,146,38,108,0,0,0,0,0,0,0,7,1,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1067,76,1411,743.5,66.87094297989572,4184,0.02507479040908814,8,1.375176882289101,0.2501233236229973,0.9696234687543495,0.1113859789224328,2.2486514432915103,Benign
56,6,3.195377783862392,328,126,202,0,0,0,0,1,0,0,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2574,58,1573,815.5,0.033396786527120526,12563,0.012640261999788053,11,1.8820566231097193,1.0195400853867214,0.9357995794399642,0.007895498863575878,1.99367210656709,Benign
73,6,0.1776047657432216,559,147,412,1,0,0,0,0,0,0,1,0,2,4,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1332,65,1447,756.0,38.53267921885244,6605,0.00043312472498593317,8,2.5210133561687114,1.4956873827559916,0.6602909185597778,0.4779301405760969,1.4219496180391888,Benign
76,17,1.1408425851016075,495,338,157,1,0,0,0,1,0,0,2,4,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,743,59,1692,875.5,34.13040252557234,1538,0.0009834154104869492,8,2.7673705774152557,0.8030978751053924,0.9714355749376175,1.1582931201916775,2.9373485488467033,Benign
77,6,0.6519228876052225,868,435,433,0,0,0,0,0,0,0,8,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,4222,53,1405,729.0,43.89287985579569,12678,0.03313171240579215,11,0.8221200646748615,1.4883705904296574,0.6975177338688435,0.7286962314598348,4.615712125226766,Benign
61,6,0.47610881315018205,1010,620,390,0,0,0,0,0,0,0,6,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,6400,58,1804,931.0,22.160439005793968,25248,0.018233033315895313,8,0.4666815080214729,2.312172128633524,0.4113373831496644,0.7545356106115106,3.86409363642323,Benign
61,6,0.7907646206644121,78,57,21,0,0,0,0,1,0,0,3,0,2,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,564,60,1354,707.0,44.82624209955629,1047,0.01595721867145184,12,3.9276415184017206,2.2399405498273603,0.9689448200326233,0.2478141486284669,3.693159715870596,Benign
52,6,0.035961416021437875,957,295,662,0,0,0,0,1,0,0,5,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2028,59,1409,734.0,76.781244586211,8995,0.009298585612599693,11,0.2895939145545129,1.9008227642090298,0.24358027110857006,0.25295567578569356,1.2993453053402395,Benign
68,6,2.720210412826644,444,126,318,0,0,0,0,1,0,0,6,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2779,67,1527,797.0,24.26989386273801,3659,0.00018340176860077366,8,2.0569640811248364,1.1555907349688974,0.7198520277711921,1.042758492720878,3.208405891787188,Benign
78,1,2.4015024114655654,249,147,102,0,0,0,0,1,0,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,635,78,1345,711.5,24.32862027033383,1645,0.015481773262826837,15,0.13592445582154777,2.2068778368015844,0.8135436792839946,1.589157429652588,0.6790248411280018,Benign
53,6,1.2110118009155446,834,633,201,0,0,0,1,0,0,0,6,3,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,6647,63,1937,1000.0,43.40681042859913,26200,0.013389577630271,9,1.1926075133250844,0.5487961370026657,0.9202335372777397,1.3689316274944052,4.492394069388028,Benign
65,6,1.503149147225252,154,116,38,0,0,0,0,1,0,0,6,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1035,66,1493,779.5,3.13956974512201,3897,0.006845837965839925,9,2.5091606006463207,1.755049680255888,0.9923469623196748,0.19826761878657861,4.246648330199827,Benign
44,6,0.7311270860181711,361,279,82,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2727,44,1733,888.5,28.366133508646577,13132,0.004676668530792096,12,2.092044064351504,1.1765069617265218,0.26357764245021886,0.8667974341146848,3.727333581341477,Benign
80,6,2.51353053688693,491,337,154,0,0,0,0,0,0,0,4,2,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2341,67,1574,820.5,76.58879583864405,5942,0.003404150031278682,7,0.9171115064055213,2.8571022697558597,0.9549880481625318,0.7073371333046105,2.171904838054155,Benign
79,6,0.7550779865622357,2159,924,1235,0,0,0,0,0,0,0,4,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,8011,68,1463,765.5,59.755961440611955,24144,0.005229485510005682,10,1.8707010570049718,1.2854994487896452,0.49377406341346375,0.5434216920257509,1.6643780369534713,Benign
59,6,1.5532078402065121,228,150,78,0,0,0,0,1,0,0,4,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1526,68,1495,781.5,53.933297284105805,7077,0.0026992625885977712,7,0.4359237687676716,1.2479820888035187,0.5891236204917122,0.4965672395078341,4.655488700695967,Benign
64,6,0.8082375966562338,1308,598,710,0,0,0,0,1,0,0,4,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,9871,61,1667,864.0,108.82642437541732,16648,0.015824601662434438,6,0.19559478386982243,2.2098372221840976,0.31261711592334684,0.030833380561979873,2.032644198684223,Benign
48,17,0.6457483498859995,129,85,44,1,0,0,0,1,0,0,8,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,184,57,1350,703.5,68.55622775455053,196,0.00017440864251459725,11,2.7764557181791676,1.281216890732235,0.24035191041954007,0.02319553802657265,2.015246041072462,Benign
59,6,1.147450779216835,718,342,376,0,0,0,0,1,0,0,3,1,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1085,72,1673,872.5,88.22133613841254,1120,0.0025036129180764366,12,1.0920194623890134,1.3731747182525782,0.4492342848107873,0.2984821408373757,3.5868757546635406,Benign
67,6,0.11183281975616743,190,133,57,1,0,0,0,1,0,0,6,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,437,79,1488,783.5,6.54599410256035,440,0.017714708729485745,11,1.3591946788222597,1.826125708431193,0.029113797832714394,0.47112172081064363,1.0187653223204975,Benign
45,6,1.0050439875334551,763,529,234,0,0,0,1,0,0,0,4,3,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2199,65,1423,744.0,45.4161660979374,5062,0.004952526690233374,5,0.21133106232479903,0.25784783834961544,0.35022170152394927,0.7218738823113949,2.0419468489298893,Benign
53,6,1.3308227859457689,576,135,441,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,4877,62,1620,841.0,41.64436717565916,11209,0.05456767454454418,17,2.0237958596140633,0.5400340833069,0.9792433739780269,0.9922538720259761,4.324179329420285,Benign
42,47,1.419428552274501,459,276,183,0,0,0,0,0,0,0,5,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3567,49,1748,898.5,45.32306042702889,10208,0.0006783150578010936,8,0.7341300757159017,0.6204458793541401,0.04740097463539672,1.1997701375321856,3.4811906027537014,Benign
60,6,1.1671186333930035,287,115,172,0,0,0,0,1,0,0,7,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,759,64,1519,791.5,4.081512668041491,1122,0.015214870194350872,7,1.491434768852172,0.47979561532434833,0.49226116632238226,0.5673436311691188,0.7376895391999863,Benign
